T,Buy date,Buy price,Sell date,Sell price,Profit Ratio
T1,12/31/1982,0.10405781741105694,01/20/1983,0.1296384483575821,0.24583093882773502
T2,10/03/1989,0.313411345659121,10/23/1989,0.3311186134815216,0.056498490139727645
T3,09/18/1998,0.2740490500890798,10/08/1998,0.23415285348892212,-0.1455804958535321
T4,11/10/1998,0.2749988221368725,12/01/1998,0.2593255043029785,-0.05699412714609027
T5,02/20/2004,0.34196733849614086,03/11/2004,0.4126400351524353,0.20666504867713262
T6,07/08/2009,4.131573194453144,07/28/2009,4.863533973693848,0.17716272828553542
T7,06/09/2010,7.643953875572227,06/29/2010,7.786819934844971,0.018690073435594718
T8,11/15/2010,9.376283421347676,12/06/2010,9.731626510620117,0.037898074674599276
T9,04/04/2011,10.466019016659423,04/25/2011,10.730474472045898,0.025268008300531906
T10,10/21/2011,12.10107902167456,11/10/2011,11.709565162658691,-0.03235363212773153
T11,11/21/2013,16.272012258622734,12/12/2013,17.62192726135254,0.08295931574255476
T12,01/03/2014,17.380499710116446,01/24/2014,17.167037963867188,-0.012281680608124953
T13,01/02/2015,25.028560061173646,01/23/2015,25.38582992553711,0.014274487365243572
T14,08/26/2019,50.191549799287785,09/16/2019,53.61470031738281,0.06820172980878152
T15,02/01/2021,131.96200070663187,02/22/2021,124.50135803222656,-0.05653629555822857
Sum,,,,,0.04198017759758192
